Spa.1	Spa.2	Spa.3	Spa.4	Rho 	Dev.	 M  	Sp  	Vp  	In  
19	17	12	10	4861.79	0	44.45	-148.42	-16.934	0.862
19	17	10	8	5048.65	0	-61.73	104.86	-7.993	0.862
19	17	8	6	15832.42	0	-92.51	-77.14	-13.497	0.862
19	16	12	9	9945.03	0	0.88	-65.18	-75.521	0.742
19	16	9	6	19973.42	0	-15.79	-61.06	-46.669	0.742
19	16	6	3	18844.93	0	61.88	122.18	-19.264	0.742
19	16	3	11	13738.09	0	1.29	-114.84	98.307	0.742
19	16	11	8	9756.09	0	-0.04	71.91	-47.146	0.742
19	16	8	5	22269.3	0	-8.28	16.59	-38.434	0.742
19	16	5	2	17783.3	0	36.58	1.78	-14.443	0.742
19	16	2	10	15315.86	0	-0.02	-124.18	77.707	0.742
19	16	10	7	13402.04	0	-20.1	205.33	-43.976	0.742
19	16	7	4	21483.62	0	18.28	-103.05	-28.198	0.742
19	16	4	1	16375.69	0	-299.99	50.48	-10.572	0.73
19	15	8	4	22152.63	0	-76.85	-1.03	-79.59	0.815
19	15	4	7	20616.49	0	-117.99	97.7	46.583	0.815
19	15	7	3	19938.31	0	9.12	-53.18	-53.865	0.815
19	15	3	6	18635.02	0	48.17	-122.73	32.272	0.815
19	15	6	2	16869.38	0	52.05	98.53	-35.195	0.815
19	15	2	5	17749.96	0	35.05	-0.4	24.104	0.815
19	15	5	1	19195.4	0	14.77	24.65	-31.609	0.815
18	16	14	12	9231.87	0	5.21	-7.91	-490.373	2.002
18	16	12	10	13414.46	0	6.85	-154.03	-178.135	2.002
18	16	10	8	11101.47	0	-0.69	109.31	-58.968	2.002
18	16	8	6	25899.61	0	-14.5	-79.79	-68.786	2.002
18	16	6	4	22491.68	0	9.25	74.26	-34.134	2.002
18	16	4	13	14458.61	0	-1.68	285.26	559.545	2.002
18	16	13	11	14385.11	0	-1.31	-352.68	-349.302	2.002
18	16	11	9	9026.97	0	2.89	55.62	-73.065	2.002
18	16	9	7	20619.7	0	-0.6	115.48	-75.862	2.002
18	16	7	5	21292.54	0	-0.87	-77.8	-42.182	2.002
18	15	11	8	9169.72	0	2.46	76.38	-279.881	2.983
18	15	8	5	22322.29	0	-2.68	20.41	-209.64	2.983
18	15	5	2	18865.88	0	26.77	-1.12	-77.516	2.983
18	15	2	10	15270.37	0	3.28	-128.86	439.198	2.983
18	15	10	7	13248.99	0	-1.85	206.95	-257.339	2.983
18	15	7	4	22042.33	0	-1.88	-101.12	-152.905	2.983
18	15	4	1	12412.99	0	22.27	49.78	-40.521	2.983
18	15	1	9	18948.72	0	0.1	-63.49	386.413	2.983
18	15	9	6	19736.97	0	-13.84	-61.31	-260.305	2.983
18	15	6	3	19984.22	0	41.21	123.34	-105.426	2.983
18	14	7	3	23033.98	0	2.78	-51.51	-402.561	3.963
18	14	3	6	22276.09	0	17.54	-125.39	244.842	3.963
18	14	6	2	20312.97	0	25.08	100.02	-266.948	3.963
18	14	2	5	21382.85	0	17.28	2.64	180.133	3.963
18	14	5	1	20479.87	0	6.44	25.59	-207.843	3.963
17	15	13	11	12726.1	0	6.29	-363.11	-1253.922	3.715
17	15	11	9	8686.3	0	6.26	58.11	-213.968	3.715
17	15	9	7	21614.13	0	6.27	113.92	-212.968	3.715
17	15	7	5	23165.65	0	2.37	-73.31	-114.127	3.715
17	15	5	3	26530.51	0	6.72	21.35	-74.688	3.715
17	15	3	12	14375.67	0	5.95	1.58	1031.99	3.715
17	15	12	10	12389.08	0	6.72	-154.29	-558.041	3.715
17	15	10	8	11255.58	0	5.92	109.88	-168.995	3.715
17	15	8	6	27684.73	0	1.61	-80.76	-188.94	3.715
17	15	6	4	25624.08	0	11.9	77.29	-94.164	3.715
17	14	10	7	15241.68	0	3.23	208.89	-845.174	5.42
17	14	7	4	26711.04	0	9.21	-96.92	-455.744	5.42
17	14	4	1	15749.45	0	-0.03	46.9	-117.564	5.42
17	14	1	9	22918.84	0	4.96	-64.66	1197.563	5.42
17	14	9	6	23284.8	0	4.45	-62.71	-821.658	5.42
17	14	6	3	25004.79	0	7.28	124.13	-315.126	5.42
17	14	3	8	27203.45	0	4.82	-44.25	846.505	5.42
17	14	8	5	26909.96	0	4.46	24.53	-644.776	5.42
17	14	5	2	24116.75	0	5.5	-5.27	-231.14	5.42
17	13	6	2	19033.44	0	-2.16	99.56	-260.084	3.099
17	13	2	5	20231.42	0	0.45	5.36	173.864	3.099
17	13	5	1	19404.06	0	3.99	24.8	-199.379	3.099
16	14	12	10	12054.5	0	8.11	-158.78	-872.162	2.728
16	14	10	8	10664.51	0	5.8	106.38	-192.898	2.728
16	14	8	6	26903.24	0	-6.42	-75.74	-194.649	2.728
16	14	6	4	25320.79	0	22.02	86.13	-91.6	2.728
16	14	4	2	14197.06	0	19.05	11.87	-29.348	2.728
16	14	2	11	13242.09	0	4.94	-93.32	698.034	2.728
16	14	11	9	8263.15	0	6.09	61.27	-273.304	2.728
16	14	9	7	21051.13	0	0.07	112.69	-232.089	2.728
16	14	7	5	22284.08	0	-2.31	-74.23	-111.674	2.728
16	14	5	3	26421.56	0	24.29	21.29	-71.297	2.728
16	13	9	6	16864.63	0	-0.73	-58.33	-342.023	1.982
16	13	6	3	18747.74	0	19.71	119.83	-116.989	1.982
16	13	3	8	20358.7	0	4.1	-49.59	333.484	1.982
16	13	8	5	20060.24	0	3.92	27.66	-258.893	1.982
16	13	5	2	18809.52	0	4.9	-5.02	-86.697	1.982
16	13	2	7	18290.82	0	4.44	79.59	208.163	1.982
16	13	7	4	20075.63	0	7.51	-87.52	-175.926	1.982
16	13	4	1	12931.63	0	-44.3	37.08	-45.329	1.982
16	12	5	1	20207.78	0	-10.06	26.42	-212.869	2.389
15	13	11	9	5276.79	0	7.27	59.45	-422.014	3.015
15	13	9	7	15871.91	0	9.27	112.6	-317.341	3.015
15	13	7	5	17976.16	0	6.46	-72.04	-143.765	3.015
15	13	5	3	21337.35	0	-4.33	23.19	-85.323	3.015
15	13	3	1	12668.09	0	23.1	-0.72	-28.947	3.015
15	13	1	10	12056.48	0	6.89	-157.26	702.505	3.015
15	13	10	8	7670.61	0	6.94	106.43	-280.439	3.015
15	13	8	6	21059.31	0	13.12	-72.38	-256.644	3.015
15	13	6	4	20630.42	0	-2.68	92.19	-114.281	3.015
15	13	4	2	12652.75	0	-22.54	2.81	-37.74	3.015
15	12	8	5	22124.92	0	5.24	34.01	-906.828	4.006
15	12	5	2	21535.31	0	5.08	-9.55	-271.589	4.006
15	12	2	7	20161.08	0	3	78.92	667.426	4.006
15	12	7	4	21773.77	0	4.46	-78.76	-567.914	4.006
15	12	4	1	14482.11	0	2.87	30.09	-134.903	4.006
15	12	1	6	19252.23	0	3.99	-124.02	442.809	4.006
15	12	6	3	21291.04	0	1.5	123.83	-377.071	4.006
14	12	10	8	8783.24	0	9.3	107.21	-1421.869	6.103
14	12	8	6	21730.05	0	8.73	-69.63	-879.438	6.103
14	12	6	4	20911.8	0	2.93	95.89	-338.529	6.103
14	12	4	2	13189.86	0	-10.86	-1.18	-106.761	6.103
14	12	2	9	17771.38	0	7.11	-34.11	2013.834	6.103
14	12	9	7	17296.97	0	9.98	112.87	-1280.049	6.103
14	12	7	5	17921.74	0	2.39	-70.27	-442.094	6.103
14	12	5	3	23202.88	0	3.27	21.23	-260.168	6.103
14	12	3	1	11625.41	0	18.63	-0.26	-70.19	6.103
14	11	7	4	26691.05	0	6.25	-73.03	-3386.883	12.402
14	11	4	1	18077.25	0	7.54	24.6	-705.803	12.402
14	11	1	6	23145.71	0	6.87	-122.09	2372.199	12.402
14	11	6	3	25179.42	0	7.2	124.42	-2033.226	12.402
14	11	3	5	29998.43	0	6.77	-21.24	1270.992	12.402
14	11	5	2	26044.1	0	6.18	-6.94	-1427.996	12.402
13	11	9	7	38137.48	0	9.78	97.87	-4601.44	4.549
13	11	7	5	27311.96	0	8.96	-76.02	-823.824	4.549
13	11	5	3	34981.41	0	9.69	17.89	-422.065	4.549
13	11	3	1	16181.59	0	-5.52	-1.4	-97.619	4.549
13	11	1	8	34796.54	0	7.45	-41.73	2938.84	4.549
13	11	8	6	39244.57	0	6.81	-77.5	-2164.579	4.549
13	11	6	4	29937.87	0	9.58	92.82	-550.419	4.549
13	11	4	2	20455.11	0	12.64	-0.95	-170.943	4.549
13	10	6	3	22349.51	0	8.58	127.64	-1061.796	4.643
13	10	3	5	27681.56	0	5.02	-20.61	657.557	4.643
13	10	5	2	24036.18	0	8.69	-10.23	-726.681	4.643
13	10	2	4	16409.2	0	12.41	-1.15	260.297	4.643
13	10	4	1	17267.19	0	9.91	27.43	-354.469	4.643
12	10	8	6	33167.05	0	7.72	-67.33	-6939.305	7.888
12	10	6	4	22688.09	0	21.58	80.5	-1186.716	7.888
12	10	4	2	16480.38	0	11.16	0.06	-344.807	7.888
12	10	2	7	21673.45	0	8.58	81.94	2947.477	7.888
12	10	7	5	20710.16	0	8.42	-67.87	-1980.817	7.888
12	10	5	3	27121.26	0	8.97	14.04	-864.668	7.888
12	10	3	1	15908.98	0	4.79	-3.41	-230.547	7.888
12	9	5	2	17396.24	0	6.94	-10.72	-1361.704	7.651
12	9	2	4	12271.55	0	5.4	0.06	480.282	7.651
12	9	4	1	13030.05	0	6.51	26.49	-649.051	7.651
11	9	7	5	10310.69	0	8.05	-62.71	-6193.232	22.644
11	9	5	3	14976.96	0	8.63	9.78	-2249.019	22.644
11	9	3	1	9233.51	0	6.91	0.29	-554.622	22.644
11	9	1	6	11021.53	0	7.83	-123.36	4303.133	22.644
11	9	6	4	11421.77	0	8.11	99.08	-3136.28	22.644
11	9	4	2	9525.81	0	6.74	-1.03	-871.89	22.644
11	8	4	1	9736.61	0	7.74	26.39	-1373.851	13.791
10	8	6	4	8233.87	0	8.83	94.86	-3350.784	15.342
10	8	4	2	8375.63	0	3.46	-5.73	-852.118	15.342
10	8	2	5	11153.76	0	7.68	21.7	2496.47	15.342
10	8	5	3	12073.49	0	8.19	6.08	-2246.09	15.342
10	8	3	1	8669.46	0	7.96	-1.49	-537.607	15.342
9	7	5	3	16060.16	0	9.27	7.65	-2972.347	6.977
9	7	3	1	12077.85	0	6.68	-4.41	-558.829	6.977
9	7	1	4	11931.03	0	5.84	-19.21	1214.48	6.977
9	7	4	2	10921.15	0	4.08	-3.44	-923.996	6.977
8	6	4	2	11378.8	0	-1.43	-4.7	-806.267	2.671
8	6	2	3	10068.44	0	4.39	25.83	214.026	2.671
8	6	3	1	13110.55	0	11.56	-2.18	-424.674	2.671
7	5	3	1	9741.88	0	8.89	0.26	-894.881	3.463
