Spa.1	Spa.2	Spa.3	Spa.4	Rho 	Dev.	 M  	Sp  	Vp  	In  
20	18	8	6	15161.1	0	240.42	53.94	-18.973	1.651
20	18	6	15	8691.27	0	-64.26	77.76	277.351	1.651
20	18	15	13	7496.76	0	-49.64	2.75	-150.106	1.651
20	18	13	11	12930.63	0	-177.57	-0.49	-86.303	1.651
20	18	11	9	4381.72	0	17.87	-134.59	-13.293	1.651
20	18	9	7	11753.23	0	360.56	90.98	-19.2	1.651
20	17	13	10	7949.29	0	-56.27	-18.34	-325.807	4.006
20	17	10	7	8842.57	0	16.99	-26.2	-111.514	4.006
20	17	7	4	13218.22	0	-8.67	-50.48	-72.929	4.006
20	17	4	12	9413.55	0	-14.64	45.71	363.562	4.006
20	17	12	9	7846.92	0	-32.01	-85.01	-204.662	4.006
20	17	9	6	12775.14	0	14.45	55.26	-119	4.006
20	17	6	3	11153	0	15.99	26.16	-48.889	4.006
20	17	3	11	8119.77	0	12.06	54.01	222.347	4.006
20	17	11	8	5152.32	0	5.84	-132.07	-91.247	4.006
20	17	8	5	14012.67	0	29.13	45.82	-99.265	4.006
20	17	5	2	10939.24	0	-24.99	1.43	-38.677	3.999
20	16	9	5	18419.14	0	134.82	49.51	-132.793	1.635
20	16	5	1	17084.82	0	-299.99	255.88	-45.379	1.635
20	16	1	8	19476.27	0	-10.26	-303.44	140.039	1.635
20	16	8	4	21887.38	0	14.87	37.8	-118.656	1.635
20	16	4	7	20131.49	0	-68.76	49.93	69.959	1.635
20	16	7	3	18641.67	0	3.95	-8.97	-78.043	1.635
20	16	3	6	16942.15	0	51.21	-24.96	46.167	1.635
20	16	6	2	16232.64	0	-23.74	-7.28	-53.638	1.635
19	17	15	13	6930.59	0	11.46	6.27	-729.686	3.969
19	17	13	11	9255.28	0	-82.68	0.6	-243.61	3.969
19	17	11	9	4089.66	0	1.12	-135.28	-43.058	3.969
19	17	9	7	12652.87	0	27.13	88.33	-66.608	3.969
19	17	7	5	12242.9	0	39.38	-40.98	-36.828	3.969
19	17	5	14	7356.55	0	-15.3	28.12	564.303	3.969
19	17	14	12	6124.39	0	-17.29	9.43	-294.768	3.969
19	17	12	10	9101.28	0	-46.35	31.37	-146.015	3.969
19	17	10	8	6666.79	0	6.42	-113.22	-48.617	3.969
19	17	8	6	15967.54	0	26.05	52.24	-62.7	3.969
19	16	12	9	13982.23	0	-90.4	-82.68	-232.494	1.625
19	16	9	6	20910.62	0	50.16	53.09	-106.984	1.625
19	16	6	3	18660.02	0	60.66	26.52	-41.768	1.625
19	16	3	11	12972.63	0	39.34	57.29	203.262	1.625
19	16	11	8	8464.22	0	5.7	-134.87	-89.563	1.625
19	16	8	5	23108.8	0	85.38	44.45	-87.329	1.625
19	16	5	2	18837.51	0	-132.26	0.6	-33.5	1.625
19	16	2	10	16225.51	0	19.85	68.8	180.255	1.625
19	16	10	7	14350.65	0	80.6	-25.7	-103.108	1.625
19	16	7	4	22045.92	0	-91.4	-49.8	-63.359	1.625
19	16	4	1	11719.75	0	23.45	269.25	-17.018	1.642
19	15	8	4	22779.29	0	12.68	38.28	-267.906	2.667
19	15	4	7	20688.5	0	-21.2	47.82	153.023	2.667
19	15	7	3	19449.21	0	-7.72	-7.25	-172.002	2.667
19	15	3	6	18028.6	0	14.8	-26.83	102.204	2.667
19	15	6	2	17272.89	0	-8.25	-6.53	-117.965	2.667
19	15	2	5	18110.98	0	-54.9	1.03	80.508	2.667
19	15	5	1	17070.68	0	-70.96	260.41	-92.018	2.667
18	16	14	12	12480.87	0	-0.94	9.4	-309.248	0.934
18	16	12	10	15692.95	0	-61.7	27.38	-97.209	0.934
18	16	10	8	11708.51	0	1.32	-112.83	-29.011	0.934
18	16	8	6	28293.29	0	3.23	50.93	-35.052	0.934
18	16	6	4	22792.58	0	-0.52	-13.76	-16.136	0.934
18	16	4	13	14952.49	0	-66.23	96.16	269.927	0.934
18	16	13	11	15458.29	0	-101.2	6.51	-175.095	0.934
18	16	11	9	7050.06	0	-11.55	-139.88	-26.619	0.934
18	16	9	7	22535.8	0	-34.98	87.21	-38.676	0.934
18	16	7	5	22636.93	0	88.4	-41.58	-20.919	0.934
18	15	11	8	7729.51	0	-10.6	-137.83	-94.86	1.199
18	15	8	5	23761.54	0	-14.96	43.29	-89.727	1.199
18	15	5	2	18914.03	0	30.8	-0.52	-31.247	1.199
18	15	2	10	15906.12	0	-5.74	69.7	183.945	1.199
18	15	10	7	14036.97	0	-26.25	-26.94	-109.625	1.199
18	15	7	4	22113.24	0	35.95	-48.38	-61.678	1.199
18	15	4	1	13077.99	0	90.88	266.6	-17.166	1.199
18	15	1	9	19778.81	0	5.62	-304.29	162.175	1.199
18	15	9	6	20950.89	0	-31.04	51.97	-111.101	1.199
18	15	6	3	19602.52	0	-2.44	27.08	-41.58	1.199
18	14	7	3	20164.01	0	-131.12	-6.59	-114.571	1.289
18	14	3	6	18996.59	0	-257.13	-28.52	67.883	1.289
18	14	6	2	18343.94	0	15.57	-7.42	-78.376	1.289
18	14	2	5	18993.31	0	18.59	2.41	52.019	1.289
18	14	5	1	18536.49	0	42.78	258.83	-61.161	1.289
17	15	13	11	13657.29	0	-35.92	6.07	-816.466	2.254
17	15	11	9	6475.4	0	-1.74	-139.95	-96.779	2.254
17	15	9	7	22503.98	0	41.45	86.78	-134.534	2.254
17	15	7	5	23203.84	0	-3.61	-41.21	-69.359	2.254
17	15	5	3	23155.37	0	-27.5	32.79	-39.551	2.254
17	15	3	12	15397.13	0	-21.59	6.36	670.634	2.254
17	15	12	10	14046.98	0	-49	30.61	-383.892	2.254
17	15	10	8	11304.27	0	4.44	-112.81	-102.979	2.254
17	15	8	6	29017.19	0	18.59	50.62	-120.154	2.254
17	15	6	4	24368.03	0	-15.86	-13.27	-54.332	2.254
17	14	10	7	13630.43	0	16.82	-23.72	-368.352	2.641
17	14	7	4	23391.45	0	-13.77	-51.92	-194.504	2.641
17	14	4	1	14830.45	0	-14.03	265.2	-53.951	2.641
17	14	1	9	20585.21	0	4.54	-302.89	524.206	2.641
17	14	9	6	21108.56	0	12.8	51.27	-363.009	2.641
17	14	6	3	20840.39	0	-0.59	25.68	-127.999	2.641
17	14	3	8	24176.51	0	9.66	-75.45	366.64	2.641
17	14	8	5	24571.93	0	26.54	44.99	-286.93	2.641
17	14	5	2	21246.62	0	-50.01	-1.6	-99.24	2.641
17	13	6	2	18056.98	0	18.82	-5.59	-124.455	1.563
17	13	2	5	19449.96	0	-4.87	0.72	84.309	1.563
17	13	5	1	18828.4	0	-57.95	258.12	-97.583	1.563
16	14	12	10	10001.92	0	25.34	26.85	-356.892	1.345
16	14	10	8	8798.68	0	7.93	-113.61	-78.489	1.345
16	14	8	6	23619.8	0	-25.26	49.79	-84.281	1.345
16	14	6	4	20321.46	0	43.77	-12.12	-36.256	1.345
16	14	4	2	12734.76	0	-40.06	5.62	-12.983	1.345
16	14	2	11	9750.14	0	-3.05	95.84	253.476	1.345
16	14	11	9	4585.3	0	0.57	-137.98	-74.795	1.345
16	14	9	7	18343.76	0	-38.48	85.99	-99.741	1.345
16	14	7	5	18882.87	0	3.61	-40.91	-46.669	1.345
16	14	5	3	20714.63	0	-8.61	31.64	-27.567	1.345
16	13	9	6	17120.56	0	-6.55	51.74	-173.132	0.988
16	13	6	3	17606.11	0	29.21	25.08	-54.782	0.988
16	13	3	8	20254.88	0	2.51	-76.86	165.438	0.988
16	13	8	5	20331.3	0	6.31	44.94	-130.837	0.988
16	13	5	2	18418.45	0	-3.45	-0.66	-42.331	0.988
16	13	2	7	17752.64	0	0.27	42.02	100.743	0.988
16	13	7	4	19222.41	0	0.13	-46.57	-83.994	0.988
16	13	4	1	13163.85	0	-15.18	265.15	-23.008	0.988
16	12	5	1	18107.21	0	12.62	258.97	-92.31	1.156
15	13	11	9	3580.26	0	-6.52	-135.4	-124.312	1.309
15	13	9	7	15964.17	0	24.69	83.65	-138.575	1.309
15	13	7	5	17296.9	0	11.45	-40.54	-60.057	1.309
15	13	5	3	20190.47	0	6.05	33.62	-35.052	1.309
15	13	3	1	12971.63	0	-248.08	225.44	-12.868	1.309
15	13	1	10	11813.46	0	4.11	-188.67	298.846	1.309
15	13	10	8	7431.19	0	4.61	-113.54	-117.953	1.309
15	13	8	6	21391.29	0	21.39	49.74	-113.179	1.309
15	13	6	4	18774.07	0	-23.35	-12.03	-45.151	1.309
15	13	4	2	13055.99	0	39	5.5	-16.907	1.309
15	12	8	5	20540.48	0	6.7	47.27	-332.941	1.584
15	12	5	2	19669.1	0	5.08	-2.95	-98.098	1.584
15	12	2	7	18115.21	0	-0.41	41.14	237.163	1.584
15	12	7	4	19302.94	0	-2.21	-45.66	-199.107	1.584
15	12	4	1	13731.53	0	-0.2	264.28	-50.585	1.584
15	12	1	6	16936.26	0	2.17	-252.3	154.052	1.584
15	12	6	3	18154.45	0	-5.06	28.49	-127.152	1.584
14	12	10	8	7848.5	0	5.38	-113.74	-363.912	1.748
14	12	8	6	21846.71	0	7.41	50.17	-253.242	1.748
14	12	6	4	18727.18	0	5.96	-11.64	-86.833	1.748
14	12	4	2	13376.3	0	11.42	5.33	-31.011	1.748
14	12	2	9	17089.98	0	6.82	-41.56	554.688	1.748
14	12	9	7	16630.17	0	14.99	82.83	-352.499	1.748
14	12	7	5	17331.12	0	-23.22	-38.11	-122.452	1.748
14	12	5	3	20939.39	0	42.14	32.78	-67.248	1.748
14	12	3	1	13684.12	0	-68.01	225.5	-23.664	1.748
14	11	7	4	30438.75	0	7.93	-15.01	-1197.826	3.846
14	11	4	1	21617.86	0	41.66	268.72	-261.756	3.846
14	11	1	6	25758.06	0	18.44	-271.94	818.702	3.846
14	11	6	3	26789.33	0	6.81	42.5	-670.863	3.846
14	11	3	5	31577.7	0	27.06	-40.81	414.913	3.846
14	11	5	2	29754.79	0	33.87	8.23	-505.949	3.846
13	11	9	7	54496.78	0	-7.21	103.28	-2786.982	1.928
13	11	7	5	33888.66	0	85.65	-70.69	-433.269	1.928
13	11	5	3	35696.25	0	20.23	30.1	-182.552	1.928
13	11	3	1	23997.82	0	160.74	226.53	-61.363	1.928
13	11	1	8	43462.32	0	7.77	-298.32	1555.873	1.928
13	11	8	6	51046.15	0	3.48	46.63	-1193.379	1.928
13	11	6	4	32232.34	0	17.18	-11.86	-251.18	1.928
13	11	4	2	28449.17	0	38.39	-10.46	-100.772	1.928
13	10	6	3	20022.27	0	-69.93	39.22	-394.367	1.925
13	10	3	5	24116.46	0	-100.89	-43.23	237.504	1.925
13	10	5	2	22864.44	0	40.67	-2.58	-286.585	1.925
13	10	2	4	16970.23	0	15.06	-3.67	111.605	1.925
13	10	4	1	17699.61	0	26.43	261.72	-150.638	1.925
12	10	8	6	34878.73	0	-1.38	56.3	-2484.811	2.686
12	10	6	4	22073.42	0	73.48	-26.4	-393.135	2.686
12	10	4	2	17620.78	0	23.76	4.16	-125.533	2.686
12	10	2	7	21527.04	0	17.35	44.83	996.851	2.686
12	10	7	5	20508.93	0	7.18	-42.62	-667.925	2.686
12	10	5	3	25524.78	0	14	33.02	-277.093	2.686
12	10	3	1	20181.22	0	118.57	220.2	-99.584	2.686
12	9	5	2	17126.91	0	2.67	5.19	-460.749	2.629
12	9	2	4	13083.4	0	-53.88	-9.32	175.985	2.629
12	9	4	1	13583.78	0	21.23	262.05	-232.547	2.629
11	9	7	5	8752.55	0	7.61	-35.3	-4493.573	19.355
11	9	5	3	11492.57	0	7.12	30.04	-1475.075	19.355
11	9	3	1	9205.37	0	24.6	224.78	-472.605	19.355
11	9	1	6	8784.85	0	10.27	-252.99	2931.599	19.355
11	9	6	4	8866.17	0	8.44	-11.15	-2080.87	19.355
11	9	4	2	8362.76	0	7.67	4.27	-654.24	19.355
11	8	4	1	9069.72	0	16.58	263.64	-1188.629	12.809
10	8	6	4	7340.73	0	10.08	-13.67	-2518.789	12.936
10	8	4	2	8623.62	0	-7.89	3.53	-739.745	12.936
10	8	2	5	10535.12	0	1.24	2.58	1988.175	12.936
10	8	5	3	10702.58	0	7.49	32.9	-1678.778	12.936
10	8	3	1	10291.42	0	17.56	220.51	-538.094	12.936
9	7	5	3	16272.02	0	20.5	36.61	-937.14	2.171
9	7	3	1	15659.36	0	-13.04	216.69	-225.464	2.171
9	7	1	4	13021.41	0	36.48	-258.52	412.462	2.171
9	7	4	2	12226.21	0	7.81	5.5	-321.889	2.171
8	6	4	2	12512.54	0	16.75	5.73	-818.243	2.465
8	6	2	3	14889.98	0	21.11	34.08	292.114	2.465
8	6	3	1	16142.91	0	31.48	218.18	-482.581	2.465
7	5	3	1	12629.76	0	19.45	218.63	-387.634	1.157
